name,generalization_nodes,generalization_edges,generalization_node_variables,generalization_edge_variables,g1_nodes,g1_edges,g2_nodes,g2_edges,time
1.0.11-all vs 1.0.11,1266,813,0,1373,1266,2205,1266,813,72
1.0.11-all vs 2.0.0-all,1253,2103,23,248,1266,2205,1294,2311,64
1.0.11-all vs 2.0.0,1253,773,23,1448,1266,2205,1294,822,74
1.0.11-all vs 2.10.0-all,1239,2047,56,411,1266,2205,1382,2504,83
1.0.11-all vs 2.10.0,1239,748,44,1512,1266,2205,1382,919,88
1.0.11-all vs 2.14.0,1233,750,51,1510,1266,2205,1410,940,91
1.0.11-all vs 2.22.0-all,664,1040,51,477,1266,2205,872,1630,206
1.0.11-all vs 2.22.0,664,401,48,955,1266,2205,872,632,202
1.0.11-all vs 2.33.0,613,355,46,914,1266,2205,878,634,195
1.0.11-all vs 2.40.0,598,344,48,875,1266,2205,851,581,207
1.0.11-all vs 2.45.0,575,335,50,866,1266,2205,849,583,228
1.0.11-all vs 2.48.0-all,568,852,59,568,1266,2205,858,1597,219
1.0.11-all vs 2.48.0,568,328,53,862,1266,2205,858,582,207
1.0.11-all vs 2.51.0-all,567,852,62,575,1266,2205,860,1601,212
1.0.11-all vs 2.52.0-all,567,852,62,576,1266,2205,861,1604,237
1.0.11-all vs 2.53.1,557,310,53,852,1266,2205,838,557,233
1.0.11-all vs 2.6.0-all,1249,2089,42,329,1266,2205,1358,2460,79
1.0.11-all vs 2.6.0,1249,765,35,1491,1266,2205,1358,911,83
1.0.11-all vs 3.0.0-all,548,798,61,574,1266,2205,847,1573,215
1.0.11-all vs 3.0.0,548,304,55,848,1266,2205,847,570,219
1.0.11-all vs 3.1.0-all,541,790,60,569,1266,2205,828,1545,228
1.0.11-all vs 3.1.0,541,303,57,847,1266,2205,828,562,243
1.0.11-all vs 3.10.0-all,534,758,58,573,1266,2205,871,1664,232
1.0.11-all vs 3.10.0,534,295,56,849,1266,2205,871,585,244
1.0.11-all vs 3.11.0,534,295,56,849,1266,2205,871,586,222
1.0.11-all vs 3.12.0,532,296,56,835,1266,2205,887,602,212
1.0.11-all vs 3.14.0-all,531,729,59,572,1266,2205,891,1716,242
1.0.11-all vs 3.14.0,531,294,56,827,1266,2205,891,604,249
1.0.11-all vs 3.141.0-all,527,725,58,570,1266,2205,901,1764,243
1.0.11-all vs 3.141.0,527,292,56,818,1266,2205,901,614,232
1.0.11-all vs 3.150.0-all,640,788,84,816,1266,2205,1419,2943,394
1.0.11-all vs 3.150.0,640,329,74,1025,1266,2205,1419,844,220
1.0.11-all vs 3.2.0,541,303,55,856,1266,2205,838,575,213
1.0.11-all vs 3.3.0-all,541,787,59,574,1266,2205,840,1576,220
1.0.11-all vs 3.3.0,541,302,56,858,1266,2205,840,575,214
1.0.11-all vs 3.4.0-all,541,786,59,581,1266,2205,858,1618,224
1.0.11-all vs 3.7.0-all,537,761,59,578,1266,2205,879,1671,233
1.0.11-all vs 3.8.0-all,537,759,59,579,1266,2205,874,1660,263
1.0.11-all vs 3.8.0,537,298,56,854,1266,2205,874,591,222
1.0.11-all vs 3.9.0,534,296,56,851,1266,2205,872,591,247
1.0.11-all vs 3.9.1-all,534,755,58,579,1266,2205,872,1664,251
1.0.11-all vs 3.9.1,534,297,56,851,1266,2205,872,592,251
1.0.11-all vs 4.0.0-all,612,765,84,804,1266,2205,1577,3876,816
1.0.11-all vs 4.0.0-alpha-3-all,524,720,64,582,1266,2205,1050,1992,327
1.0.11-all vs 4.0.0-alpha-3,524,289,56,820,1266,2205,1050,655,261
1.0.11-all vs 4.0.0,612,312,77,1005,1266,2205,1577,990,303
1.0.11-all vs 4.1.0-all,612,764,84,804,1266,2205,1580,3917,856
1.0.11-all vs 4.10,254,58,57,474,1266,2205,1136,592,645
1.0.11-all vs 4.2.0-all,604,760,82,782,1266,2205,1574,3899,872
1.0.11-all vs 4.2.0,604,309,76,993,1266,2205,1574,987,306
1.0.11-all vs 4.3.0-all,587,703,80,762,1266,2205,1537,3740,810
1.0.11-all vs 4.3.0,587,292,77,944,1266,2205,1537,925,314
1.0.11-all vs 4.4.0,587,290,76,948,1266,2205,1537,929,308
1.0.11-all vs 4.5.0-all,580,698,81,759,1266,2205,1528,3747,838
1.0.11-all vs 4.5.0,580,287,76,938,1266,2205,1528,919,308
1.0.11-all vs 4.5.1-all,580,700,81,757,1266,2205,1529,3753,794
1.0.11-all vs 4.5.2-all,580,698,80,756,1266,2205,1529,3741,807
1.0.11-all vs 4.5.2,580,287,76,938,1266,2205,1529,916,314
1.0.11-all vs 4.5.3-all,580,700,80,757,1266,2205,1529,3739,864
1.0.11-all vs 4.6.0-all,580,699,81,758,1266,2205,1530,3756,861
1.0.11-all vs 4.6.0,580,288,75,935,1266,2205,1530,920,308
1.0.11-all vs 4.7.1-all,569,689,79,739,1266,2205,1521,3742,783
1.0.11-all vs 4.7.1,569,283,74,921,1266,2205,1521,909,319
1.0.11-all vs 4.7.2-all,569,687,79,742,1266,2205,1521,3718,817
1.0.11-all vs 4.8.1-all,569,688,80,741,1266,2205,1521,3740,791
1.0.11-all vs 4.8.1,569,283,75,922,1266,2205,1521,897,312
1.0.11-all vs 4.9.1,569,285,74,917,1266,2205,1510,896,291
1.0.11 vs 2.22.0,664,401,43,223,1266,813,872,632,103
1.0.11 vs 3.10.0,534,295,52,217,1266,813,871,585,128
1.0.11 vs 3.14.0-all,531,294,57,853,1266,813,891,1716,146
1.0.11 vs 3.8.0,537,298,52,218,1266,813,874,591,120
1.0.11 vs 4.0.0,612,312,66,323,1266,813,1577,990,267
1.0.11 vs 4.1.0-all,612,311,77,1048,1266,813,1580,3917,840
1.0.11 vs 4.5.1-all,580,289,73,947,1266,813,1529,3753,778
2.0.0-all vs 1.0.11,1253,773,19,1502,1294,2311,1266,813,78
2.0.0-all vs 2.0.0,1294,822,0,1470,1294,2311,1294,822,73
2.0.0-all vs 2.10.0-all,1279,2196,44,293,1294,2311,1382,2504,82
2.0.0-all vs 2.10.0,1279,780,32,1576,1294,2311,1382,919,90
2.0.0-all vs 2.14.0,1273,777,39,1584,1294,2311,1410,940,100
2.0.0-all vs 2.22.0-all,675,1090,46,442,1294,2311,872,1630,242
2.0.0-all vs 2.22.0,675,414,45,979,1294,2311,872,632,208
2.0.0-all vs 2.33.0,620,371,44,919,1294,2311,878,634,272
2.0.0-all vs 2.40.0,605,359,47,882,1294,2311,851,581,251
2.0.0-all vs 2.48.0-all,575,893,60,537,1294,2311,858,1597,249
2.0.0-all vs 2.48.0,575,342,53,871,1294,2311,858,582,239
2.0.0-all vs 2.51.0-all,574,893,62,543,1294,2311,860,1601,269
2.0.0-all vs 2.52.0-all,574,893,62,544,1294,2311,861,1604,272
2.0.0-all vs 2.53.1,564,323,52,865,1294,2311,838,557,265
2.0.0-all vs 2.6.0-all,1290,2253,28,182,1294,2311,1358,2460,72
2.0.0-all vs 2.6.0,1290,800,19,1550,1294,2311,1358,911,81
2.0.0-all vs 3.0.0-all,555,838,63,551,1294,2311,847,1573,257
2.0.0-all vs 3.0.0,555,317,55,862,1294,2311,847,570,260
2.0.0-all vs 3.1.0-all,548,831,62,544,1294,2311,828,1545,283
2.0.0-all vs 3.1.0,548,317,55,857,1294,2311,828,562,292
2.0.0-all vs 3.10.0-all,541,798,62,554,1294,2311,871,1664,283
2.0.0-all vs 3.10.0,541,309,56,856,1294,2311,871,585,276
2.0.0-all vs 3.11.0,541,308,56,858,1294,2311,871,586,265
2.0.0-all vs 3.12.0,539,309,56,844,1294,2311,887,602,275
2.0.0-all vs 3.14.0-all,538,767,63,556,1294,2311,891,1716,275
2.0.0-all vs 3.14.0,538,308,55,833,1294,2311,891,604,278
2.0.0-all vs 3.141.0-all,533,760,63,557,1294,2311,901,1764,305
2.0.0-all vs 3.141.0,533,305,57,827,1294,2311,901,614,268
2.0.0-all vs 3.150.0-all,655,829,82,798,1294,2311,1419,2943,381
2.0.0-all vs 3.150.0,655,341,70,1037,1294,2311,1419,844,221
2.0.0-all vs 3.3.0-all,548,828,61,548,1294,2311,840,1576,265
2.0.0-all vs 3.3.0,548,316,55,862,1294,2311,840,575,278
2.0.0-all vs 3.4.0-all,548,827,61,554,1294,2311,858,1618,269
2.0.0-all vs 3.7.0-all,544,801,62,560,1294,2311,879,1671,288
2.0.0-all vs 3.8.0,544,311,55,862,1294,2311,874,591,252
2.0.0-all vs 3.9.0,541,310,56,858,1294,2311,872,591,300
2.0.0-all vs 3.9.1-all,541,796,63,561,1294,2311,872,1664,292
2.0.0-all vs 3.9.1,541,311,56,858,1294,2311,872,592,257
2.0.0-all vs 4.0.0-all,620,802,83,770,1294,2311,1577,3876,847
2.0.0-all vs 4.0.0-alpha-3-all,530,755,69,570,1294,2311,1050,1992,377
2.0.0-all vs 4.0.0-alpha-3,530,302,58,829,1294,2311,1050,655,274
2.0.0-all vs 4.0.0,620,323,72,999,1294,2311,1577,990,326
2.0.0-all vs 4.1.0-all,620,802,83,768,1294,2311,1580,3917,852
2.0.0-all vs 4.10,259,61,55,484,1294,2311,1136,592,731
2.0.0-all vs 4.2.0,612,322,72,981,1294,2311,1574,987,328
2.0.0-all vs 4.3.0-all,594,730,79,741,1294,2311,1537,3740,877
2.0.0-all vs 4.3.0,594,296,73,948,1294,2311,1537,925,325
2.0.0-all vs 4.4.0,594,294,72,953,1294,2311,1537,929,333
2.0.0-all vs 4.5.0-all,587,729,80,730,1294,2311,1528,3747,822
2.0.0-all vs 4.5.0,587,293,73,940,1294,2311,1528,919,335
2.0.0-all vs 4.5.1-all,587,727,79,734,1294,2311,1529,3753,799
2.0.0-all vs 4.5.2-all,587,727,79,731,1294,2311,1529,3741,804
2.0.0-all vs 4.5.2,587,293,71,937,1294,2311,1529,916,328
2.0.0-all vs 4.5.3-all,587,731,79,729,1294,2311,1529,3739,814
2.0.0-all vs 4.6.0-all,587,727,80,735,1294,2311,1530,3756,849
2.0.0-all vs 4.6.0,587,293,70,936,1294,2311,1530,920,332
2.0.0-all vs 4.7.1-all,576,719,78,713,1294,2311,1521,3742,802
2.0.0-all vs 4.7.1,576,288,70,924,1294,2311,1521,909,335
2.0.0-all vs 4.7.2-all,576,717,77,714,1294,2311,1521,3718,817
2.0.0-all vs 4.8.1-all,576,717,79,716,1294,2311,1521,3740,790
2.0.0-all vs 4.8.1,576,289,71,922,1294,2311,1521,897,327
2.0.0-all vs 4.9.1,576,288,70,924,1294,2311,1510,896,301
2.0.0 vs 1.0.11,1253,773,19,77,1294,822,1266,813,46
2.0.0 vs 2.14.0,1273,777,35,121,1294,822,1410,940,60
2.0.0 vs 2.22.0-all,675,414,42,1032,1294,822,872,1630,126
2.0.0 vs 2.22.0,675,414,39,218,1294,822,872,632,95
2.0.0 vs 2.33.0,620,371,39,208,1294,822,878,634,125
2.0.0 vs 2.40.0,605,359,41,174,1294,822,851,581,127
2.0.0 vs 2.51.0-all,574,342,62,966,1294,822,860,1601,152
2.0.0 vs 2.53.1,564,323,48,196,1294,822,838,557,148
2.0.0 vs 2.6.0-all,1290,800,27,1587,1294,822,1358,2460,97
2.0.0 vs 2.6.0,1290,800,18,82,1294,822,1358,911,50
2.0.0 vs 3.0.0-all,555,317,61,941,1294,822,847,1573,163
2.0.0 vs 3.0.0,555,317,48,198,1294,822,847,570,141
2.0.0 vs 3.10.0-all,541,309,57,891,1294,822,871,1664,172
2.0.0 vs 3.10.0,541,309,51,208,1294,822,871,585,156
2.0.0 vs 3.11.0,541,308,51,210,1294,822,871,586,157
2.0.0 vs 3.12.0,539,309,52,212,1294,822,887,602,168
2.0.0 vs 3.14.0-all,538,308,58,863,1294,822,891,1716,184
2.0.0 vs 3.141.0,533,305,53,213,1294,822,901,614,159
2.0.0 vs 3.150.0-all,655,341,75,1068,1294,822,1419,2943,391
2.0.0 vs 3.3.0,548,316,46,198,1294,822,840,575,162
2.0.0 vs 3.8.0,544,311,51,211,1294,822,874,591,148
2.0.0 vs 3.9.0,541,310,51,210,1294,822,872,591,171
2.0.0 vs 3.9.1-all,541,311,58,889,1294,822,872,1664,186
2.0.0 vs 3.9.1,541,311,51,210,1294,822,872,592,158
2.0.0 vs 4.0.0-all,620,323,79,1066,1294,822,1577,3876,799
2.0.0 vs 4.0.0-alpha-3,530,302,52,214,1294,822,1050,655,162
2.0.0 vs 4.0.0,620,323,67,323,1294,822,1577,990,269
2.0.0 vs 4.1.0-all,620,323,79,1064,1294,822,1580,3917,799
2.0.0 vs 4.2.0,612,322,65,313,1294,822,1574,987,267
2.0.0 vs 4.3.0-all,594,296,75,978,1294,822,1537,3740,769
2.0.0 vs 4.4.0,594,294,67,312,1294,822,1537,929,276
2.0.0 vs 4.5.1-all,587,293,75,971,1294,822,1529,3753,774
2.0.0 vs 4.5.2-all,587,293,75,968,1294,822,1529,3741,743
2.0.0 vs 4.5.2,587,293,65,296,1294,822,1529,916,257
2.0.0 vs 4.6.0-all,587,293,75,970,1294,822,1530,3756,819
2.0.0 vs 4.6.0,587,293,65,296,1294,822,1530,920,262
2.0.0 vs 4.7.2-all,576,287,72,945,1294,822,1521,3718,773
2.0.0 vs 4.8.1,576,289,63,280,1294,822,1521,897,267
2.10.0-all vs 1.0.11,1239,748,55,1630,1382,2504,1266,813,101
2.10.0-all vs 2.0.0,1279,780,42,1637,1382,2504,1294,822,101
2.10.0-all vs 2.10.0,1382,919,0,1565,1382,2504,1382,919,97
2.10.0-all vs 2.14.0,1376,899,16,1618,1382,2504,1410,940,103
2.10.0-all vs 2.22.0-all,741,1242,38,410,1382,2504,872,1630,217
2.10.0-all vs 2.22.0,741,488,38,1039,1382,2504,872,632,202
2.10.0-all vs 2.33.0,683,440,42,996,1382,2504,878,634,197
2.10.0-all vs 2.40.0,666,403,42,999,1382,2504,851,581,234
2.10.0-all vs 2.48.0-all,634,1003,58,586,1382,2504,858,1597,240
2.10.0-all vs 2.51.0-all,633,1003,60,594,1382,2504,860,1601,232
2.10.0-all vs 2.53.1,623,366,45,980,1382,2504,838,557,207
2.10.0-all vs 2.6.0-all,1347,2361,22,199,1382,2504,1358,2460,87
2.10.0-all vs 2.6.0,1347,874,20,1616,1382,2504,1358,911,101
2.10.0-all vs 3.0.0-all,614,944,61,606,1382,2504,847,1573,223
2.10.0-all vs 3.0.0,614,360,46,975,1382,2504,847,570,242
2.10.0-all vs 3.1.0-all,607,937,59,611,1382,2504,828,1545,236
2.10.0-all vs 3.1.0,607,360,47,969,1382,2504,828,562,211
2.10.0-all vs 3.10.0-all,596,899,57,604,1382,2504,871,1664,254
2.10.0-all vs 3.10.0,596,350,48,968,1382,2504,871,585,228
2.10.0-all vs 3.11.0,596,349,48,971,1382,2504,871,586,222
2.10.0-all vs 3.12.0,594,350,48,957,1382,2504,887,602,250
2.10.0-all vs 3.14.0-all,593,868,56,606,1382,2504,891,1716,273
2.10.0-all vs 3.141.0,587,346,48,933,1382,2504,901,614,259
2.10.0-all vs 3.150.0-all,725,942,87,908,1382,2504,1419,2943,358
2.10.0-all vs 3.3.0,607,359,46,974,1382,2504,840,575,248
2.10.0-all vs 3.8.0,599,353,47,973,1382,2504,874,591,257
2.10.0-all vs 3.9.0,596,352,48,969,1382,2504,872,591,215
2.10.0-all vs 3.9.1-all,596,898,58,610,1382,2504,872,1664,228
2.10.0-all vs 3.9.1,596,353,48,968,1382,2504,872,592,223
2.10.0-all vs 4.0.0-all,683,909,88,870,1382,2504,1577,3876,749
2.10.0-all vs 4.0.0-alpha-3-all,584,855,66,624,1382,2504,1050,1992,328
2.10.0-all vs 4.0.0-alpha-3,584,343,51,937,1382,2504,1050,655,274
2.10.0-all vs 4.0.0,683,375,72,1132,1382,2504,1577,990,345
2.10.0-all vs 4.1.0-all,683,908,88,871,1382,2504,1580,3917,799
2.10.0-all vs 4.10,283,72,52,534,1382,2504,1136,592,1005
2.10.0-all vs 4.2.0,675,372,69,1115,1382,2504,1574,987,367
2.10.0-all vs 4.3.0-all,635,773,81,825,1382,2504,1537,3740,792
2.10.0-all vs 4.3.0,635,321,74,1043,1382,2504,1537,925,371
2.10.0-all vs 4.4.0,635,319,75,1049,1382,2504,1537,929,324
2.10.0-all vs 4.5.0-all,627,769,82,821,1382,2504,1528,3747,839
2.10.0-all vs 4.5.1-all,627,769,80,819,1382,2504,1529,3753,825
2.10.0-all vs 4.5.2-all,627,767,81,822,1382,2504,1529,3741,793
2.10.0-all vs 4.5.2,627,316,73,1036,1382,2504,1529,916,358
2.10.0-all vs 4.6.0-all,627,767,81,824,1382,2504,1530,3756,831
2.10.0-all vs 4.6.0,627,316,73,1036,1382,2504,1530,920,323
2.10.0-all vs 4.7.1,615,311,71,1020,1382,2504,1521,909,330
2.10.0-all vs 4.7.2-all,615,758,80,801,1382,2504,1521,3718,821
2.10.0-all vs 4.8.1,615,312,71,1018,1382,2504,1521,897,325
2.10.0-all vs 4.9.1,615,312,71,1018,1382,2504,1510,896,344
2.10.0 vs 1.0.11,1239,748,37,144,1382,919,1266,813,64
2.10.0 vs 2.0.0,1279,780,26,108,1382,919,1294,822,63
2.10.0 vs 2.14.0,1376,899,14,54,1382,919,1410,940,62
2.10.0 vs 2.22.0-all,741,488,35,1076,1382,919,872,1630,124
2.10.0 vs 2.22.0,741,488,34,203,1382,919,872,632,108
2.10.0 vs 2.33.0,683,440,39,208,1382,919,878,634,118
2.10.0 vs 2.40.0,666,403,38,213,1382,919,851,581,118
2.10.0 vs 2.48.0-all,634,385,60,1061,1382,919,858,1597,137
2.10.0 vs 2.51.0-all,633,385,62,1069,1382,919,860,1601,143
2.10.0 vs 2.53.1,623,366,46,236,1382,919,838,557,126
2.10.0 vs 2.6.0-all,1347,874,16,1592,1382,919,1358,2460,102
2.10.0 vs 2.6.0,1347,874,11,62,1382,919,1358,911,42
2.10.0 vs 3.0.0-all,614,360,65,1044,1382,919,847,1573,150
2.10.0 vs 3.0.0,614,360,46,239,1382,919,847,570,138
2.10.0 vs 3.1.0-all,607,360,61,1037,1382,919,828,1545,140
2.10.0 vs 3.1.0,607,360,45,234,1382,919,828,562,135
2.10.0 vs 3.10.0-all,596,350,58,989,1382,919,871,1664,165
2.10.0 vs 3.10.0,596,350,49,250,1382,919,871,585,138
2.10.0 vs 3.11.0,596,349,49,253,1382,919,871,586,140
2.10.0 vs 3.12.0,594,350,50,255,1382,919,887,602,136
2.10.0 vs 3.14.0-all,593,349,59,964,1382,919,891,1716,157
2.10.0 vs 3.141.0,587,346,51,257,1382,919,901,614,145
2.10.0 vs 3.150.0-all,725,393,78,1197,1382,919,1419,2943,332
2.10.0 vs 3.3.0,607,359,44,239,1382,919,840,575,128
2.10.0 vs 3.8.0,599,353,49,252,1382,919,874,591,134
2.10.0 vs 3.9.0,596,352,49,251,1382,919,872,591,132
2.10.0 vs 3.9.1-all,596,353,59,986,1382,919,872,1664,169
2.10.0 vs 3.9.1,596,353,49,250,1382,919,872,592,139
2.10.0 vs 4.0.0-all,683,375,84,1186,1382,919,1577,3876,708
2.10.0 vs 4.0.0-alpha-3-all,584,343,65,975,1382,919,1050,1992,189
2.10.0 vs 4.0.0-alpha-3,584,343,51,260,1382,919,1050,655,142
2.10.0 vs 4.0.0,683,375,68,375,1382,919,1577,990,276
2.10.0 vs 4.1.0-all,683,375,84,1185,1382,919,1580,3917,696
2.10.0 vs 4.2.0,675,372,65,366,1382,919,1574,987,296
2.10.0 vs 4.3.0-all,635,321,77,1043,1382,919,1537,3740,770
2.10.0 vs 4.3.0,635,321,69,351,1382,919,1537,925,270
2.10.0 vs 4.4.0,635,319,70,357,1382,919,1537,929,277
2.10.0 vs 4.5.0-all,627,316,78,1042,1382,919,1528,3747,802
2.10.0 vs 4.5.1-all,627,318,77,1037,1382,919,1529,3753,749
2.10.0 vs 4.5.2-all,627,316,76,1037,1382,919,1529,3741,734
2.10.0 vs 4.5.2,627,316,68,345,1382,919,1529,916,271
2.10.0 vs 4.6.0-all,627,316,77,1040,1382,919,1530,3756,794
2.10.0 vs 4.6.0,627,316,68,345,1382,919,1530,920,271
2.10.0 vs 4.7.2-all,615,310,75,1014,1382,919,1521,3718,790
2.10.0 vs 4.8.1,615,312,66,328,1382,919,1521,897,270
2.10.0 vs 4.9.1,615,312,67,329,1382,919,1510,896,269
2.14.0-all vs 1.0.11-all,1233,2039,73,476,1410,2579,1266,2205,99
2.14.0-all vs 1.0.11,1233,750,71,1678,1410,2579,1266,813,111
2.14.0-all vs 2.0.0-all,1273,2193,60,347,1410,2579,1294,2311,101
2.14.0-all vs 2.0.0,1273,777,59,1697,1410,2579,1294,822,93
2.14.0-all vs 2.10.0-all,1376,2466,24,135,1410,2579,1382,2504,91
2.14.0-all vs 2.10.0,1376,899,24,1669,1410,2579,1382,919,172
2.14.0-all vs 2.14.0,1410,940,0,1620,1410,2579,1410,940,104
2.14.0-all vs 2.22.0-all,753,1273,34,397,1410,2579,872,1630,240
2.14.0-all vs 2.22.0,753,499,36,1057,1410,2579,872,632,273
2.14.0-all vs 2.33.0,695,448,43,1024,1410,2579,878,634,253
2.14.0-all vs 2.40.0-all,677,1079,51,557,1410,2579,851,1568,270
2.14.0-all vs 2.40.0,677,410,45,1029,1410,2579,851,581,291
2.14.0-all vs 2.45.0,651,400,45,1016,1410,2579,849,583,297
2.14.0-all vs 2.48.0-all,645,1026,59,614,1410,2579,858,1597,265
2.14.0-all vs 2.48.0,645,390,50,1023,1410,2579,858,582,384
2.14.0-all vs 2.51.0-all,644,1026,61,618,1410,2579,860,1601,315
2.14.0-all vs 2.52.0-all,644,1026,61,619,1410,2579,861,1604,269
2.14.0-all vs 2.52.0,644,390,50,1022,1410,2579,861,582,289
2.14.0-all vs 2.53.1-all,634,980,60,620,1410,2579,838,1526,303
2.14.0-all vs 2.53.1,634,371,49,1015,1410,2579,838,557,257
2.14.0-all vs 2.6.0-all,1341,2358,39,254,1410,2579,1358,2460,94
2.14.0-all vs 2.6.0,1341,876,38,1667,1410,2579,1358,911,92
2.14.0-all vs 3.0.0-all,625,964,62,642,1410,2579,847,1573,321
2.14.0-all vs 3.0.0,625,365,49,1008,1410,2579,847,570,306
2.14.0-all vs 3.1.0-all,618,957,59,631,1410,2579,828,1545,443
2.14.0-all vs 3.1.0,618,365,49,1001,1410,2579,828,562,354
2.14.0-all vs 3.10.0-all,605,915,56,624,1410,2579,871,1664,287
2.14.0-all vs 3.10.0,605,355,51,1000,1410,2579,871,585,332
2.14.0-all vs 3.11.0-all,605,913,56,627,1410,2579,871,1667,310
2.14.0-all vs 3.11.0,605,354,51,1003,1410,2579,871,586,297
2.14.0-all vs 3.12.0,603,355,51,989,1410,2579,887,602,288
2.14.0-all vs 3.14.0-all,602,883,57,628,1410,2579,891,1716,357
2.14.0-all vs 3.14.0,602,353,50,976,1410,2579,891,604,342
2.14.0-all vs 3.141.0-all,595,875,59,624,1410,2579,901,1764,356
2.14.0-all vs 3.141.0,595,350,53,967,1410,2579,901,614,354
2.14.0-all vs 3.150.0-all,738,959,87,936,1410,2579,1419,2943,380
2.14.0-all vs 3.150.0,738,395,74,1237,1410,2579,1419,844,277
2.14.0-all vs 3.2.0,618,365,49,1005,1410,2579,838,575,310
2.14.0-all vs 3.3.0-all,617,952,60,643,1410,2579,840,1576,295
2.14.0-all vs 3.3.0,617,364,49,1006,1410,2579,840,575,278
2.14.0-all vs 3.4.0-all,617,949,60,658,1410,2579,858,1618,416
2.14.0-all vs 3.5.1-all,614,945,61,670,1410,2579,863,1640,314
2.14.0-all vs 3.5.1,614,363,51,1009,1410,2579,863,584,316
2.14.0-all vs 3.7.0-all,609,918,59,634,1410,2579,879,1671,296
2.14.0-all vs 3.7.0,609,360,52,1004,1410,2579,879,597,337
2.14.0-all vs 3.8.0-all,609,916,58,633,1410,2579,874,1660,322
2.14.0-all vs 3.8.0,609,358,50,1005,1410,2579,874,591,316
2.14.0-all vs 3.9.0,606,357,51,1001,1410,2579,872,591,328
2.14.0-all vs 3.9.1-all,606,914,57,629,1410,2579,872,1664,289
2.14.0-all vs 3.9.1,606,358,52,1001,1410,2579,872,592,299
2.14.0-all vs 4.0.0-all,692,921,88,885,1410,2579,1577,3876,762
2.14.0-all vs 4.0.0-alpha-3-all,591,868,68,645,1410,2579,1050,1992,455
2.14.0-all vs 4.0.0-alpha-3,591,346,57,972,1410,2579,1050,655,325
2.14.0-all vs 4.0.0,692,376,75,1167,1410,2579,1577,990,386
2.14.0-all vs 4.1.0-all,692,919,88,888,1410,2579,1580,3917,766
2.14.0-all vs 4.1.0,692,375,75,1169,1410,2579,1580,991,438
2.14.0-all vs 4.10,287,72,55,560,1410,2579,1136,592,1289
2.14.0-all vs 4.2.0-all,684,913,86,865,1410,2579,1574,3899,887
2.14.0-all vs 4.2.0,684,373,73,1151,1410,2579,1574,987,402
2.14.0-all vs 4.3.0-all,644,784,81,842,1410,2579,1537,3740,815
2.14.0-all vs 4.3.0,644,321,77,1078,1410,2579,1537,925,449
2.14.0-all vs 4.4.0,644,319,78,1084,1410,2579,1537,929,396
2.14.0-all vs 4.5.0-all,636,780,81,836,1410,2579,1528,3747,863
2.14.0-all vs 4.5.0,636,316,77,1073,1410,2579,1528,919,447
2.14.0-all vs 4.5.1-all,636,780,80,836,1410,2579,1529,3753,861
2.14.0-all vs 4.5.1,636,318,77,1069,1410,2579,1529,919,464
2.14.0-all vs 4.5.2-all,636,778,81,839,1410,2579,1529,3741,843
2.14.0-all vs 4.5.2,636,316,77,1073,1410,2579,1529,916,419
2.14.0-all vs 4.5.3-all,636,783,81,834,1410,2579,1529,3739,887
2.14.0-all vs 4.6.0-all,636,779,82,841,1410,2579,1530,3756,920
2.14.0-all vs 4.6.0,636,317,77,1071,1410,2579,1530,920,380
2.14.0-all vs 4.7.1-all,624,772,80,814,1410,2579,1521,3742,873
2.14.0-all vs 4.7.1,624,312,74,1053,1410,2579,1521,909,448
2.14.0-all vs 4.7.2-all,624,770,81,818,1410,2579,1521,3718,981
2.14.0-all vs 4.7.2,624,311,74,1055,1410,2579,1521,906,466
2.14.0-all vs 4.8.1-all,624,768,82,824,1410,2579,1521,3740,840
2.14.0-all vs 4.8.1,624,312,75,1054,1410,2579,1521,897,411
2.14.0-all vs 4.9.0,624,312,74,1053,1410,2579,1516,896,420
2.14.0-all vs 4.9.1-all,624,772,80,817,1410,2579,1510,3705,848
2.14.0-all vs 4.9.1,624,313,74,1051,1410,2579,1510,896,394
2.14.0 vs 1.0.11,1233,750,44,145,1410,940,1266,813,63
2.14.0 vs 2.22.0,753,499,34,197,1410,940,872,632,101
2.14.0 vs 3.10.0,605,355,54,259,1410,940,871,585,143
2.14.0 vs 3.14.0-all,602,353,63,988,1410,940,891,1716,159
2.14.0 vs 3.8.0,609,358,54,261,1410,940,874,591,148
2.14.0 vs 4.0.0,692,376,73,394,1410,940,1577,990,280
2.14.0 vs 4.1.0-all,692,375,88,1212,1410,940,1580,3917,692
2.14.0 vs 4.5.1-all,636,318,78,1061,1410,940,1529,3753,762
2.22.0-all vs 1.0.11,664,401,46,1025,872,1630,1266,813,114
2.22.0-all vs 2.14.0,753,499,32,1080,872,1630,1410,940,111
2.22.0-all vs 2.22.0,872,632,0,988,872,1630,872,632,34
2.22.0-all vs 2.33.0,801,566,25,995,872,1630,878,634,39
2.22.0-all vs 2.40.0,746,488,37,1014,872,1630,851,581,42
2.22.0-all vs 2.51.0-all,707,1197,80,524,872,1630,860,1601,49
2.22.0-all vs 2.53.1,686,440,54,1002,872,1630,838,557,49
2.22.0-all vs 2.6.0-all,725,1222,42,404,872,1630,1358,2460,228
2.22.0-all vs 3.0.0-all,675,1112,83,581,872,1630,847,1573,52
2.22.0-all vs 3.10.0-all,649,1042,75,595,872,1630,871,1664,62
2.22.0-all vs 3.10.0,649,418,62,1000,872,1630,871,585,56
