name,time
3394,777
3395,733
3397,798
3398,799
3399,754
339,778
33,795
3400,796
3401,786
3402,726
3403,740
3404,707
3405,705
3406,810
3407,733
3408,768
3409,742
340,752
3410,734
3412,788
3413,801
3414,740
3415,738
3416,743
3417,797
3418,768
3419,741
341,758
3420,745
3421,753
3422,778
3423,749
3424,798
3425,815
3426,733
3427,752
3428,740
3429,924
342,926
3430,763
3431,888
3432,1391
3433,1428
3434,1397
3435,1059
3436,1071
3437,977
3438,790
3439,820
343,714
3440,876
3441,818
3442,806
3443,857
3444,803
3445,845
3446,856
3447,902
3448,891
3449,902
344,768
3450,795
3451,833
3452,810
3453,857
3454,849
3455,785
3456,964
3457,927
3458,900
3459,918
345,867
3461,866
3462,951
3463,1033
3465,935
3466,761
3468,863
3469,880
346,823
3470,764
3473,861
3474,952
3475,860
3476,796
3477,823
3478,858
3479,875
347,856
3480,719
3481,709
3482,695
3483,825
3484,781
3485,751
3486,693
3487,766
3488,695
3489,861
348,767
3490,838
3491,813
3492,698
3493,790
3494,742
3495,803
3496,685
3497,856
349,733
34,897
3500,770
3501,747
3502,736
3503,739
3504,682
3505,735
3506,681
3507,760
3508,692
3509,763
350,696
3510,719
3511,736
3512,708
3513,773
3514,733
3515,820
3516,779
3517,769
3518,754
3519,707
351,662
3520,753
3521,695
3522,677
3523,665
3524,760
3525,776
3526,945
3527,889
3528,790
3529,743
352,758
3530,693
3531,751
3532,706
3533,716
3534,697
3535,726
3536,675
3537,766
3538,670
3539,711
353,777
3540,675
3541,678
3542,681
3543,703
3544,688
3545,718
3546,668
3547,695
3548,704
3549,705
354,718
3550,698
3551,962
3552,903
3553,988
3554,796
3555,666
3556,820
3557,756
3558,787
3559,665
3560,876
3561,748
3562,724
3563,740
3564,762
3565,740
3566,756
3567,814
3568,762
3569,665
356,784
3570,778
3571,710
3572,746
3573,960
3574,805
3575,858
3576,816
3577,813
3578,870
3579,805
357,814
3580,716
3581,838
3582,698
3583,844
3584,795
3585,796
3586,945
3587,786
3588,798
3589,703
358,769
3590,741
3591,750
3593,795
3594,739
3595,664
3596,720
3597,814
3598,742
3599,1102
359,1068
35,842
3600,871
3601,853
3602,873
3603,895
3604,1114
3605,998
3606,1396
3607,1345
3608,933
3609,818
360,901
3610,783
3611,1282
3612,1067
3613,1074
3614,1240
3616,1116
