name,vsname,ASGard_completeness,generalization_completeness,ASGard_abstraction,generalization_abstraction,ASGard_variable_ratio,generalization_variable_ratio
0,0 5398009879341160958 vs 235232079984988680,0.21044546850998463,0.22329695767195767,0.5,0.8,0.22766217870257038,0.30354957160342716
1000,1000 08396635250811565331 vs 060389409988555914661,0.1296277322404371,0.273713145711501,0.5,0.625,0.10822510822510822,0.40584415584415584
1001,1001 319821502249459347463070 vs 9405457041599614265625129,0.14212258329905386,0.11467617349970288,0.5833333333333334,0.6666666666666666,0.1732480533926585,0.14849833147942157
1002,1002 2200353703243819 vs 22586051655941479085,0.1564826113483832,0.18574164463426207,0.6428571428571429,0.6363636363636364,0.177231807951988,0.13784696174043512
1003,1003 953411580209776537457296485 vs 8496242357963737874859,0.1415990807598354,0.2094954030295521,0.6666666666666666,0.6511627906976745,0.20417335473515247,0.35730337078651686
1004,1004 368679561997009331618531 vs 4830943864885567827,0.140267153679902,0.1674322135393962,0.5,0.5294117647058824,0.13368055555555555,0.240625
1006,1006 21121853653578609 vs 0269145051365446,0.15194679027450358,0.1645479593765231,0.6428571428571429,0.5,0.18407707910750506,0.1431710615280595
1007,1007 5491120809624018462 vs 6149826336314288194635,0.18436295657175727,0.3063531780270348,0.4166666666666667,0.5,0.11369509043927647,0.13643410852713178
1008,1008 73842332096817211156575 vs 36877813378155663174,0.20867478774455522,0.20271903323262835,0.6428571428571429,0.55,0.24894957983193278,0.3042717086834734
1009,1009 49707051579597682787 vs 80804070289529503942,0.24781737236687418,0.495576926783202,0.32,0.2,0.1603174603174603,0.18035714285714288
1010,1010 3815949219717595559891 vs 11068782784440283775,0.18321241864931187,0.27911646586345384,0.5833333333333334,0.7142857142857143,0.183974358974359,0.3942307692307692
1011,1011 5664907893329778581951 vs 483815344228976784,0.12071001678531257,0.16697126749438068,0.5833333333333334,0.5714285714285714,0.12174833635813673,0.2087114337568058
1012,1012 137434632293335858 vs 327714674748891568,0.18915337449967684,0.3267992939521427,0.6428571428571429,0.6363636363636364,0.22551843317972353,0.35080645161290325
1013,1013 92815481215282035125 vs 59501182216302260,0.069615501592739,0.30645539530342075,0.6428571428571429,0.6271186440677966,0.09813559322033899,0.4034463276836158
1015,1015 2407319253127395506 vs 8616658061814409729,0.17578742783102458,0.22100617366284941,0.5833333333333334,0.6470588235294118,0.19791666666666669,0.31101190476190477
1016,1016 37687364539191184056 vs 37605772231251123980021097,0.15080460336627316,0.2505547451254341,0.625,0.625,0.16372141372141374,0.3274428274428275
1017,1017 94410776092661559166 vs 9468169168661252806467,0.1066268612708241,0.2389429455992923,0.5833333333333334,0.4583333333333333,0.11409313725490197,0.1792892156862745
1018,1018 96393596763489375270 vs 88332735942767599609,0.15948442068456892,0.28084565286302987,0.5714285714285714,0.71875,0.14570361145703611,0.4188978829389788
1019,1019 514665853557188 vs 0854901869223522972,0.15064742321259572,0.1454830938656113,0.76,0.76,0.27586206896551724,0.27586206896551724
1020,1020 0375431691903956880831 vs 49858928379012761082296,0.16095364780517757,0.27585926731142063,0.6,0.6875,0.18037135278514588,0.3306808134394341
1022,1022 3944176668775670536388 vs 712909569536605861,0.22508837542906912,0.23059866962305986,0.5625,0.5652173913043478,0.17674239507123604,0.25529457065845207
1023,1023 13717349680287738270 vs 746237468696690137275,0.0836304093718594,0.23930472345509674,0.5714285714285714,0.5789473684210527,0.05644682115270351,0.3104575163398693
1025,1025 526719165359668729 vs 35672433325737268276,0.2406613931004175,0.2833992529114481,0.5625,0.5882352941176471,0.23832752613240415,0.26480836236933797
1026,1026 349209393693469424 vs 22625264087980011180,0.12440228989100016,0.20324925991711074,0.6,0.7714285714285715,0.1433333333333333,0.43
1027,1027 863147624523058 vs 26333535603883140313173084,0.1687035424897877,0.12101832630192638,0.5833333333333334,0.5,0.21279491833030853,0.12159709618874773
1028,1028 615713978082299066 vs 3675774715318551432,0.19261009315574718,0.15749143506043578,0.5714285714285714,0.6363636363636364,0.1839323467230444,0.16094080338266387
1029,1029 87720227356241 vs 7538755477781039748128,0.19452088761701902,0.21702453987730064,0.6666666666666666,0.72,0.20947176684881602,0.31420765027322406
102,102 08317123368281242 vs 4139404673224259350373,0.13561754860221947,0.19895524990204883,0.72,0.7777777777777778,0.16911700739451935,0.2630709003914745
1030,1030 291331211308334 vs 4196816513836856055,0.18193546297595786,0.27119476621792316,0.625,0.5416666666666666,0.19962686567164178,0.25951492537313436
1031,1031 09696137864325669 vs 5755907972818967326,0.1964026481614421,0.2099328933066587,0.6428571428571429,0.6666666666666666,0.27297794117647056,0.3033088235294118
1032,1032 8471096797125607372 vs 6514459409196014929189997818,0.26561378036944394,0.24971667898497169,0.47368421052631576,0.5238095238095238,0.27772808586762077,0.3394454382826476
1033,1033 2547058509417937330 vs 4443856045189818641567,0.21016639427593398,0.1785875146383209,0.71875,0.631578947368421,0.4423076923076923,0.23076923076923078
1034,1034 88313471698740511610 vs 626919801722255,0.24583543279434444,0.3159144893111639,0.64,0.7083333333333334,0.49242424242424243,0.5232007575757576
1035,1035 669881555642494632187 vs 598184162412999801160,0.21160130718954245,0.2612594327952001,0.5,0.6111111111111112,0.1989895697522816,0.3979791395045632
1036,1036 106304866008227054396 vs 4505107980416387317,0.13131569578438068,0.16600569630965517,0.6428571428571429,0.5714285714285714,0.3214285714285714,0.2857142857142857
1037,1037 68063358498074253013550757 vs 5006902411696526970,0.12834790097817167,0.239526013262144,0.5333333333333333,0.6333333333333333,0.13914095583787053,0.33045977011494254
1038,1038 150830512617880373466582 vs 66981495584790331921,0.06785422292693799,0.06561207046057027,0.625,0.6363636363636364,0.07814407814407814,0.1094017094017094
1039,1039 1339815307083749040 vs 4077463201567602155465,0.12638672303487042,0.1704301075268817,0.6428571428571429,0.7222222222222222,0.10961700929315685,0.47500704027034635
103,103 47434349355694742463266082 vs 331014578076802369606,0.19885604893309056,0.25501493811352965,0.6470588235294118,0.6666666666666666,0.3729885057471264,0.40689655172413797
1040,1040 823321180309408011056 vs 839321110092133532,0.2541899441340782,0.36154864930443226,0.625,0.47058823529411764,0.6153250773993808,0.3281733746130031
1041,1041 6629036652223997882 vs 3042770810042260999,0.11914651551055577,0.28257620637656183,0.625,0.4583333333333333,0.10278239202657807,0.22612126245847175
1042,1042 8605807829208323935711079 vs 1248147406215565129584,0.6576306368845877,0.7653354567356772,0.11538461538461539,0.08928571428571429,0.10714285714285714,0.08928571428571429
1043,1043 113907044778889466 vs 971220125043205284,0.21676280532211262,0.18375955562888413,0.5714285714285714,0.5909090909090909,0.18572825024437928,0.30180840664711633
1044,1044 1529975767138300305998 vs 39264508876343,0.234983916047039, 0.19165141139512282,0.5714285714285714, 0.7142857142857143,0.25914315569487983, 0.3239289446185998
1045,1045 83493649484511157562109 vs 2224258189878825322584,0.2057229267722518, 0.2627834360199506,0.5, 0.631578947368421,0.2638888888888889, 0.45238095238095233
1046,1046 7400736676082159698326569 vs 2347004972521893843461527,0.20204874019000418, 0.251432664756447,0.7, 0.7352941176470589,0.2622549019607843, 0.468312324929972
1047,1047 71611323569664563 vs 506830910959245692146,0.2095536922546236, 0.2401294765272251,0.6086956521739131, 0.6333333333333333,0.2877807384849638, 0.3905595736581652
1048,1048 6278246284445517 vs 9727562279571201618958,0.15092987183906248, 0.17201062263027606,0.5833333333333334, 0.7,0.1774092615769712, 0.1774092615769712
1049,1049 9858185388893300916 vs 3802604365498690,0.14851485148514854, 0.27475569682781725,0.6, 0.48148148148148145,0.1396103896103896, 0.3024891774891775
104,104 4699039666264062851272 vs 95811843010083741718169,0.24852718050291706, 0.2720655125932124,0.6060606060606061, 0.64,0.5357142857142857, 0.42857142857142855
1050,1050 452936366098241 vs 95421357463018550139890008,0.21255377926724334, 0.20773609206863597,0.6875, 0.5909090909090909,0.3615301724137931, 0.42726293103448276
