name,vsname,ASGard_completeness,generalization_completeness,ASGard_abstraction,generalization_abstraction,ASGard_variable_ratio,generalization_variable_ratio
UofC,Thesis,UofC 2 vs 1,False,0.22448282065119624,0.196048632218845,0.6666666666666666,0.7647058823529411,0.5119047619047619,0.6654761904761906
UofC,Thesis,UofC 1 vs 2,False,0.23480146415214448,0.30563181347974855,0.5,0.35714285714285715,0.30833333333333335,0.15416666666666667
UofC,Thesis,UofC 1 vs 2,False,0.1672139607380571,0.15539535765439377,0.7083333333333334,0.6666666666666666,0.2318181818181818,0.24545454545454545
UofC,Thesis,UofC 1 vs 2,False,0.17243014337759394,0.19806381088779673,0.6,0.7027027027027027,0.19176706827309237,0.27699687639446674
UofC,Thesis,UofC 1 vs 2,False,0.18912919989059768,0.152789742562356,0.6111111111111112,0.7777777777777778,0.35673234811165844,0.4540229885057471
UofC,Thesis,UofC 2 vs 1,False,0.21514854232316627,0.18954108566643607,0.6785714285714286,0.6538461538461539,0.6107142857142858,0.5464285714285714
UofC,Thesis,UofC 2 vs 1,False,0.25131120081280717,0.2427076117909644,0.5714285714285714,0.6153846153846154,0.36428571428571427,0.36428571428571427
UofC,Thesis,UofC 2 vs 1,False,0.25257384571264696,0.21465968586387435,0.5714285714285714,0.6666666666666666,0.29333333333333333,0.3666666666666667
UofC,Thesis,UofC 2 vs 1,False,0.19981376717382898,0.17441860465116277,0.6470588235294118,0.7272727272727273,0.3243589743589743,0.4717948717948718
UofC,Thesis,UofC 1 vs 2,False,0.19678462709284628,0.19226441631504926,0.6875,0.8333333333333334,0.4645550527903469,0.42232277526395173
UofC,Thesis,UofC 2 vs 1,False,0.2813070144792516,0.3243954039051279,0.6190476190476191,0.45,0.49857954545454547,0.3451704545454546
UofC,Thesis,UofC 2 vs 1,False,0.22812226409348713,0.29112900156065624,0.5454545454545454,0.3611111111111111,0.17742987606001304,0.19221569906501412
UofC,Thesis,UofC 2 vs 1,False,0.18046677959721436,0.25336721249764727,0.625,0.6153846153846154,0.27952480782669464,0.22361984626135567
UofC,Thesis,UofC 1 vs 2,False,0.20634849912162334,0.2535278527255796,0.7,0.5,0.3482800982800983,0.2736486486486487
UofC,Thesis,UofC 2 vs 1,False,0.20362870996962756,0.22992025905952979,0.68,0.56,0.31253928346951604,0.2573852922690132
UofC,Thesis,UofC 2 vs 1,False,0.18170114398006804,0.14206319963504932,0.7333333333333333,0.8,0.2903926482873851,0.21119465329991643
UofC,Thesis,UofC 1 vs 2,False,0.18688025753089904,0.18175739798119234,0.625,0.7142857142857143,0.4007936507936508,0.2003968253968254
UofC,Thesis,UofC 2 vs 1,False,0.1772993471582181,0.2635128648233487,0.625,0.5294117647058824,0.19566869300911854,0.1761018237082067
UofC,Thesis,UofC 1 vs 2,False,0.1741829929713875,0.15581079771251333,0.7272727272727273,0.75,0.4857142857142857,0.5464285714285715
UofC,Thesis,UofC 1 vs 2,False,0.18402738132854674,0.15450721840008286,0.7692307692307693,0.5,0.48303622771707877,0.33812535940195515
UofC,Thesis,UofC 2 vs 1,False,0.20339425877748868,0.29430650269083564,0.6,0.5,0.23757763975155277,0.3167701863354037
UofC,Thesis,UofC 1 vs 2,False,0.1756339367755872,0.22570244869666145,0.5,0.6666666666666666,0.13656174334140436,0.2731234866828087
UofC,Thesis,UofC 1 vs 2,False,0.19474397952711126,0.22263855215144618,0.6,0.4444444444444444,0.27321428571428574,0.18214285714285713
UofC,Thesis,UofC 1 vs 2,False,0.18164420485175203,0.25293463611859834,0.5833333333333334,0.6111111111111112,0.18931710615280595,0.29749830966869506
UofC,Thesis,UofC 1 vs 2,False,0.19549156440509757,0.17653716696691002,0.6818181818181818,0.8571428571428571,0.3359683794466403,0.4031620553359684
UofC,Thesis,UofC 1 vs 2,False,0.23036529680365292,0.22249529948965885,0.6666666666666666,0.75,0.35,0.22499999999999998
UofC,Thesis,UofC 1 vs 2,False,0.20757527627773226,0.17115510006185947,0.6666666666666666,0.71875,0.3288288288288288,0.6302552552552552
UofC,Thesis, UofC 1 vs 2, False, 0.2186805221597285, 0.19652240890309391,0.5, 0.5555555555555556,0.29469854469854473, 0.16372141372141374
UofC, Thesis, UofC 2 vs 1, False, 0.18310947456786358, 0.20228851070324722,0.6, 0.5454545454545454,0.2153846153846154, 0.2153846153846154
UofC, Thesis, UofC 1 vs 2, False, 0.23128210304376107, 0.23734943812664017,0.5625, 0.4666666666666667,0.21038961038961038, 0.16363636363636364
UofC, Thesis, UofC 2 vs 1, False, 0.19272396936408154, 0.1521893827527921,0.65625, 0.8666666666666667,0.38734756097560974, 0.47957317073170735
UofC, Thesis, UofC 2 vs 1, False, 0.10921312361044738, 0.2916190495979388,0.6, 0.4166666666666667,0.10416666666666666, 0.1736111111111111
UofC, Thesis, UofC 1 vs 2, False, 0.12578221088322306, 0.1765989096832098,0.6666666666666666, 0.35714285714285715,0.13714285714285715, 0.08571428571428572
UofC, Thesis, UofC 2 vs 1, False, 0.17712352109053497, 0.16871675531914893,0.6956521739130435, 0.75,0.7555555555555555, 0.3541666666666667
UofC, Thesis, UofC 1 vs 2, False, 0.19315745335707984, 0.16015255809938933,0.625, 0.7096774193548387,0.19965427830596372, 0.2928262748487468
UofC, Thesis, UofC 2 vs 1, False, 0.1482220194743598, 0.15353773638300328,0.6666666666666666, 0.6486486486486487,0.18578953395167755, 0.20267949158364823
UofC, Thesis, UofC 1 vs 2, False, 0.19696969696969696, 0.15656565656565652,0.6666666666666666, 0.6,0.2714932126696833, 0.13574660633484165
