directory,template,vsfiles,is_same,ASGard_completeness,generalization_completeness,ASGard_completeness_v2,generalization_completeness_v2,ASGard_abstraction,generalization_abstraction,ASGard_variable_ratio,generalization_variable_ratio
UofC, Thesis, UofC 2 vs 1, False, 0.29674426373893364, 0.44011976047904194,0.33151109288870667,0.5831245349490533,0.38461538461538464, 0.36363636363636365,0.19675925925925924, 0.31481481481481477
UofC, Thesis, UofC 2 vs 1, False, 0.37006923652694607, 0.6315587574850299,0.318188622754491,0.6652788173652695,0.2857142857142857, 0.14814814814814814,0.14814814814814814, 0.14814814814814814
UofC, Thesis, UofC 2 vs 1, False, 0.45290278589518795, 0.6884422110552764,0.4900642898889538,0.7920806545879602,0.35714285714285715, 0.2222222222222222,0.2777777777777778, 0.2222222222222222
UofC, Thesis, UofC 1 vs 2, False, 0.3311965811965812, 0.3216783216783217,0.46636500754147814,0.6042735042735042,0.45, 0.4090909090909091,0.3845454545454545, 0.3845454545454545
UofC, Thesis, UofC 1 vs 2, False, 0.4340836012861736, 0.6465256797583081,0.5070728575661468,0.7043172415306783,0.47368421052631576, 0.35294117647058826,0.5, 0.3333333333333333
UofC, Thesis, UofC 1 vs 2, False, 0.4183140720658384, 0.5442431823738888,0.42454493209374594,0.5998423012296479,0.2975206611570248, 0.2246376811594203,0.18452935694315004, 0.15890027958993475
UofC, Thesis, UofC 2 vs 1, False, 0.560343632402456, 0.7295593506219693,0.6281521469347233,0.776593137254902,0.2631578947368421, 0.15,0.23504273504273504, 0.14102564102564102
UofC, Thesis, UofC 2 vs 1, False, 0.44808864915572233, 0.5112107623318385,0.500770293242669,0.5941218657033575,0.5, 0.42857142857142855,0.45208333333333334, 0.3875
UofC, Thesis, UofC 2 vs 1, False, 0.2770368885575941, 0.4826999409098217,0.2246616930693276,0.48982208218754764,0.2631578947368421, 0.19444444444444445,0.10905253283302063, 0.1526735459662289
UofC, Thesis, UofC 2 vs 1, False, 0.34441959642188474, 0.5296167247386759,0.3808161708619374,0.6942999791970044,0.3076923076923077, 0.21739130434782608,0.17028985507246375, 0.2128623188405797
UofC, Thesis, UofC 2 vs 1, False, 0.3991228070175439, 0.5187793427230047,0.4543644298963448,0.6032869612656846,0.36363636363636365, 0.2608695652173913,0.3339130434782609, 0.25043478260869567
UofC, Thesis, UofC 2 vs 1, False, 0.47804878048780486, 0.5736607142857143,0.4837936275023582,0.6655486846242532,0.3333333333333333, 0.25,0.2990909090909091, 0.25636363636363635
UofC, Thesis, UofC 1 vs 2, False, 0.38645418326693226, 0.5737327188940091,0.5153965366215214,0.7351256653864295,0.375, 0.20833333333333334,0.3652597402597403, 0.20292207792207792
UofC, Thesis, UofC 1 vs 2, False, 0.553968253968254, 0.640495867768595,0.6067958841828189,0.7536013400335009,0.35714285714285715, 0.3125,0.3125, 0.3125
UofC, Thesis, UofC 1 vs 2, False, 0.4845360824742268, 0.6060606060606061,0.5551603258067842,0.7134240643365296,0.3, 0.22727272727272727,0.26679841897233203, 0.22233201581027667
UofC, Thesis, UofC 2 vs 1, False, 0.47664210389522876, 0.4467692592935942,0.4400819186877608,0.5419821242064428,0.23333333333333334, 0.19047619047619047,0.16094080338266387, 0.1839323467230444
UofC, Thesis, UofC 1 vs 2, False, 0.43991416309012876, 0.569811320754717,0.528894472361809,0.7433111503463262,0.3333333333333333, 0.25,0.2857142857142857, 0.25
UofC, Thesis, UofC 1 vs 2, False, 0.5438225338491296, 0.6582914572864322,0.5944913181707019,0.746973587674248,0.2, 0.17391304347826086,0.17391304347826086, 0.17391304347826086
UofC, Thesis, UofC 2 vs 1, False, 0.42929243111724863, 0.5056317644097659,0.46801866205132064,0.5788245917676273,0.30434782608695654, 0.24,0.28678929765886285, 0.24581939799331104
UofC, Thesis, UofC 2 vs 1, False, 0.45200947762617594, 0.544647002699076,0.4681238615664845,0.5617215920976769,0.3870967741935484, 0.13793103448275862,0.3666666666666667, 0.12222222222222222
UofC, Thesis, UofC 1 vs 2, False, 0.44839456347557716, 0.669378448372931,0.4337967253629904,0.6989805375347544,0.35714285714285715, 0.11764705882352941,0.29411764705882354, 0.11764705882352941
UofC, Thesis, UofC 1 vs 2, False, 0.5253743104806934, 0.6138166535329656,0.5196217494089834,0.6669818754925139,0.25, 0.12903225806451613,0.22272727272727272, 0.12727272727272726
UofC, Thesis, UofC 1 vs 2, False, 0.44067796610169496, 0.6124140157441208,0.505613741097612,0.6821812596006145,0.4117647058823529, 0.15151515151515152,0.3916083916083916, 0.13986013986013984
UofC, Thesis, UofC 2 vs 1, False, 0.5139894419306184, 0.5949582895498702,0.4841628959276018,0.6222150398620987,0.2857142857142857, 0.1875,0.2545454545454545, 0.19090909090909092
UofC, Thesis, UofC 1 vs 2, False, 0.46059467551146205, 0.5957576932830144,0.47733799675913297,0.6507484477530523,0.3870967741935484, 0.15625,0.3666666666666667, 0.1527777777777778
UofC, Thesis, UofC 2 vs 1, False, 0.4514117474946968, 0.5852351693365518,0.48871558548977906,0.635013476027301,0.3870967741935484, 0.1875,0.3666666666666667, 0.18333333333333335
UofC, Thesis, UofC 1 vs 2, False, 0.6937105849476983, 0.8679450072358901,0.6882123031607568,0.891291869642385,0.11494252873563218, 0.05154639175257732,0.10052535865831481, 0.05026267932915741
UofC, Thesis, UofC 2 vs 1, False, 0.5225575880758808, 0.6711491442542787,0.5593836088154269,0.7470523415977961,0.25, 0.125,0.22272727272727272, 0.12727272727272726
UofC, Thesis, UofC 1 vs 2, False, 0.33234421364985167, 0.49962195338907667,0.36248353096179187,0.6317287784679089,0.6086956521739131, 0.28,0.5735785953177257, 0.28678929765886285
UofC, Thesis, UofC 2 vs 1, False, 0.5171991210277214, 0.6456636500754147,0.5406687210693295,0.7104104904561294,0.25, 0.06896551724137931,0.22272727272727272, 0.06363636363636363
UofC, Thesis, UofC 1 vs 2, False, 0.5101095116477052, 0.6253772927791966,0.4907950236049841,0.6570843974924542,0.2903225806451613, 0.08823529411764706,0.25, 0.08333333333333333
UofC, Thesis, UofC 1 vs 2, False, 0.38866396761133604, 0.5246400086614458,0.4262435677530017,0.5707742086387027,0.47058823529411764, 0.25,0.43529411764705883, 0.21764705882352942
UofC, Thesis, UofC 1 vs 2, False, 0.34683098591549294, 0.5071682560206885,0.4263622358417897,0.5344284805251348,0.5, 0.25,0.46739130434782605, 0.18695652173913044
UofC, Thesis, UofC 2 vs 1, False, 0.5483830149977357, 0.6763990267639903,0.5522589839899837,0.7303371160659581,0.25, 0.125,0.21212121212121213, 0.12121212121212122
UofC, Thesis, UofC 1 vs 2, False, 0.5527870795673433, 0.6683260169739538,0.5334656986220181,0.7122981182397392,0.21428571428571427, 0.09090909090909091,0.18181818181818182, 0.09090909090909091
UofC, Thesis, UofC 2 vs 1, False, 0.3662591093117409, 0.5445907172995781,0.3974017094017094,0.6146495726495727,0.47058823529411764, 0.2777777777777778,0.43529411764705883, 0.2720588235294118
UofC, Thesis, UofC 2 vs 1, False, 0.5470338479809976, 0.639558957215331,0.5338450118764846,0.703479809976247,0.21428571428571427, 0.09090909090909091,0.18181818181818182, 0.09090909090909091
UofC, Thesis, UofC 1 vs 2, False, 0.4948496560527622, 0.6752767527675276,0.5509682674862073,0.7941089347206279,0.2222222222222222, 0.13636363636363635,0.18181818181818182, 0.13636363636363635
UofC, Thesis, UofC 1 vs 2, False, 0.4896934460887949, 0.7424418604651163,0.5380549682875264,0.8047040169133193,0.2631578947368421, 0.09090909090909091,0.22727272727272727, 0.09090909090909091
UofC, Thesis, UofC 1 vs 2, False, 0.444672131147541, 0.5483870967741935,0.5104435831180018,0.7076442721791559,0.3333333333333333, 0.2727272727272727,0.2727272727272727, 0.2727272727272727
UofC, Thesis, UofC 2 vs 1, False, 0.4533864827982475, 0.5578358208955224,0.5003346471331895,0.6795010039413996,0.2777777777777778, 0.22727272727272727,0.22727272727272727, 0.22727272727272727
UofC, Thesis, UofC 2 vs 1, False, 0.5597442680776015, 0.6733582321817615,0.5963642213642213,0.7311686686686687,0.24, 0.14285714285714285,0.17844827586206896, 0.11896551724137931
UofC, Thesis, UofC 2 vs 1, False, 0.42424242424242425, 0.7379679144385027,0.5085832246849196,0.8249674054758801,0.4375, 0.17647058823529413,0.39375, 0.16875
UofC, Thesis, UofC 1 vs 2, False, 0.39953271028037385, 0.4758771929824562,0.4224563953488372,0.648546511627907,0.6, 0.4666666666666667,0.6026785714285714, 0.46875
UofC, Thesis, UofC 1 vs 2, False, 0.5639441619167889, 0.8270546776340489,0.5318867538141233,0.8270546776340489,0.17647058823529413, 0.03225806451612903,0.09232954545454546, 0.030776515151515152
UofC, Thesis, UofC 2 vs 1, False, 0.18838931757043748, 0.6217477918586789,0.15033707053187978,0.6778189007267923,0.44, 0.16842105263157894,0.10411482403128333, 0.15143974404550303
UofC, Thesis, UofC 1 vs 2, False, 0.46504702194357367, 0.5911833855799373,0.4206504702194357,0.5800548589341693,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 2 vs 1, False, 0.4434988249407554, 0.6168147935779816,0.414053511903006,0.6399008820319183,0.3157894736842105, 0.2222222222222222,0.2222222222222222, 0.2222222222222222
UofC, Thesis, UofC 2 vs 1, False, 0.5131893182805036, 0.7503256621797655,0.48990447242726876,0.7607468519322623,0.36363636363636365, 0.13333333333333333,0.26666666666666666, 0.13333333333333333
UofC, Thesis, UofC 2 vs 1, False, 0.6387502531608946, 0.7803445548874436,0.6864855943971044,0.8255374120753629,0.15217391304347827, 0.10869565217391304,0.14777777777777779, 0.10555555555555556
UofC, Thesis, UofC 1 vs 2, False, 0.5827732646025687, 0.7765760769088557,0.5927865322501713,0.7757889900275141,0.16666666666666666, 0.16,0.16, 0.16
UofC, Thesis, UofC 1 vs 2, False, 0.5535249727854757, 0.7099519825089023,0.5482792579198879,0.6978403660584144,0.16666666666666666, 0.14583333333333334,0.16, 0.14
UofC, Thesis, UofC 2 vs 1, False, 0.462539184952978, 0.5933385579937305,0.41622257053291534,0.5800548589341693,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 1 vs 2, False, 0.46467731829573933, 0.5885416666666666,0.4247728696741855,0.5796914160401003,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 2 vs 12, False, 0.6302047937686235, 0.7017323174238068,0.6386768780385802,0.6828931203931203,0.15217391304347827, 0.075,0.14777777777777779, 0.06333333333333332
UofC, Thesis, UofC 2 vs 1, False, 0.4833544992743106, 0.6667271407837446,0.4476596516690856,0.6667271407837446,0.36363636363636365, 0.2,0.26666666666666666, 0.2
UofC, Thesis, UofC 2 vs 1, False, 0.6984596772039096, 0.8195253851761105,0.6760933200520565,0.8187372864214211,0.13636363636363635, 0.1111111111111111,0.13333333333333333, 0.1111111111111111
UofC, Thesis, UofC 1 vs 2, False, 0.5181350501029868, 0.5912928478350141,0.48123522697509885,0.5683924362112506,0.2037037037037037, 0.1702127659574468,0.19166666666666665, 0.1393939393939394
UofC, Thesis, UofC 2 vs 1, False, 0.6762517694892163, 0.7968218377143343,0.6518319313420444,0.7893571654113198,0.13636363636363635, 0.1111111111111111,0.13333333333333333, 0.1111111111111111
UofC, Thesis, UofC 2 vs 1, False, 0.6285716303442042, 0.7315352688723121,0.6093921191589304,0.7251582402992693,0.2222222222222222, 0.18518518518518517,0.21818181818181817, 0.18181818181818182
UofC, Thesis, UofC 1 vs 2, False, 0.4797666335650447, 0.6051804038397881,0.4367759020191989,0.5962429659053294,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 23 vs 1, False, 0.5565414717732599, 0.723169545686102,0.543222340573334,0.7161765386930949,0.20754716981132076, 0.18181818181818182,0.2, 0.18181818181818182
UofC, Thesis, UofC 2 vs 1, False, 0.6072669335804645, 0.6977486566809863,0.5947707569608349,0.7022123106000082,0.19607843137254902, 0.06382978723404255,0.19090909090909092, 0.05727272727272727
UofC, Thesis, UofC 2 vs 1, False, 0.6378319918806635, 0.7478798725603149,0.6079655856353926,0.7443438046678114,0.2222222222222222, 0.16666666666666666,0.21818181818181817, 0.16363636363636364
UofC, Thesis, UofC 1 vs 2, False, 0.6525742422613054, 0.7645739033522667,0.6246484633407958,0.7573525338338759,0.13636363636363635, 0.1111111111111111,0.13333333333333333, 0.1111111111111111
UofC, Thesis, UofC 1 vs 2, False, 0.6038201401709701, 0.7004188212922212,0.5986096649721321,0.7105904038592223,0.15217391304347827, 0.13043478260869565,0.14777777777777779, 0.12666666666666665
UofC, Thesis, UofC 2 vs 1, False, 0.559608590424792, 0.7173732624882929,0.5476163982158919,0.7075045669086897,0.16666666666666666, 0.18,0.16, 0.18
UofC, Thesis, UofC 2 vs 1, False, 0.4951923076923077, 0.6346153846153846,0.44355413105413105,0.6274038461538461,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 2 vs 1, False, 0.5391701365565946, 0.693548796437448,0.4846456313225737,0.6784186100024194,0.19230769230769232, 0.2,0.18181818181818182, 0.2
UofC, Thesis, UofC 1 vs 2, False, 0.6363701132312802, 0.7531354181253578,0.6065845623189687,0.7468658102460919,0.1836734693877551, 0.14,0.18, 0.14
UofC, Thesis, UofC 2 vs 1, False, 0.6305111640031735, 0.7384941374155207,0.6327071290944123,0.7466753560769201,0.15217391304347827, 0.13043478260869565,0.14777777777777779, 0.12666666666666665
UofC, Thesis, UofC 1 vs 2, False, 0.5737538797680307, 0.7483881095319775,0.5750033182226578,0.7359154210569305,0.16666666666666666, 0.14583333333333334,0.16, 0.14
UofC, Thesis, UofC 2 vs 1, False, 0.4717340848806366, 0.603945623342175,0.43310676392572944,0.5972314323607427,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 2 vs 1, False, 0.3294048462976091, 0.46291208791208793,0.38129343123115245,0.6836157729120231,0.4375, 0.34615384615384615,0.26424501424501423, 0.33974358974358976
UofC, Thesis, UofC 1 vs 2, False, 0.32895456153326685, 0.4697802197802198,0.3790397787567933,0.6739556870437663,0.4375, 0.34615384615384615,0.26424501424501423, 0.33974358974358976
UofC, Thesis, UofC 1 vs 2, False, 0.47301136363636365, 0.6508928571428572,0.42573051948051943,0.6418831168831168,0.36363636363636365, 0.2,0.26666666666666666, 0.2
UofC, Thesis, UofC 2 vs 1, False, 0.4891711229946524, 0.6658645276292335,0.4512032085561497,0.6681372549019609,0.36363636363636365, 0.2,0.26666666666666666, 0.2
UofC, Thesis, UofC 2 vs 1, False, 0.5581244951071547, 0.7076477419961197,0.5423125379019282,0.7012153232321199,0.16666666666666666, 0.14285714285714285,0.16, 0.14
UofC, Thesis, UofC 2 vs 1, False, 0.6269517630963415, 0.7213042646777587,0.5934889742118659,0.70755843888374,0.13636363636363635, 0.13333333333333333,0.13333333333333333, 0.13333333333333333
UofC, Thesis, UofC 2 vs 1, False, 0.6969749381341017, 0.8160045463357521,0.6786964636654262,0.8170746078025157,0.13636363636363635, 0.1111111111111111,0.13333333333333333, 0.1111111111111111
UofC, Thesis, UofC 1 vs 2, False, 0.47716346153846156, 0.7463942307692308,0.44024725274725274,0.7463942307692308,0.36363636363636365, 0.06666666666666667,0.26666666666666666, 0.06666666666666667
UofC, Thesis, UofC 1 vs 2, False, 0.6065129779059109, 0.6997404241511923,0.5752229178523999,0.6904229987038939,0.2222222222222222, 0.18518518518518517,0.21818181818181817, 0.18181818181818182
UofC, Thesis, UofC 2 vs 1, False, 0.5419314578133009, 0.62867287024574,0.5275087615483667,0.6201061387095833,0.18, 0.10869565217391304,0.17181818181818181, 0.09545454545454546
UofC, Thesis, UofC 1 vs 2, False, 0.4615740740740741, 0.6550925925925926,0.41574074074074074,0.6377314814814815,0.36363636363636365, 0.2,0.26666666666666666, 0.2
UofC, Thesis, UofC 2 vs 1, False, 0.5585410404624278, 0.7235433526011561,0.546593063583815,0.7131953757225433,0.16666666666666666, 0.16,0.16, 0.16
UofC, Thesis, UofC 1 vs 2, False, 0.5108953305726117, 0.5902232376600505,0.48392831643581324,0.5699676329192251,0.2037037037037037, 0.14893617021276595,0.19166666666666665, 0.12196969696969696
UofC, Thesis, UofC 2 vs 1, False, 0.6487516034328222, 0.764241703744653,0.634837295176552,0.7569034827365969,0.1836734693877551, 0.18,0.18, 0.18
UofC, Thesis, UofC 2 vs 1, False, 0.5213888888888889, 0.6658974358974359,0.4933333333333333,0.6913888888888889,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 1 vs 2, False, 0.5046296296296297, 0.6787037037037037,0.4624074074074074,0.6788888888888889,0.36363636363636365, 0.2,0.26666666666666666, 0.2
UofC, Thesis, UofC 1 vs 2, False, 0.49376417233560094, 0.6369520030234316,0.4624905517762661,0.6374244142101284,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 1 vs 2, False, 0.5750996971853126, 0.7115245169918949,0.5558552446511011,0.7242235202621085,0.23529411764705882, 0.2,0.2, 0.2
UofC, Thesis, UofC 1 vs 2, False, 0.546143538618213, 0.6926451197941792,0.5315859998928016,0.6757796001500778,0.16666666666666666, 0.18,0.16, 0.18
UofC, Thesis, UofC 2 vs 1, False, 0.40438348416289593, 0.564027149321267,0.35732466063348417,0.5491515837104073,0.36363636363636365, 0.2,0.26666666666666666, 0.2
UofC, Thesis, UofC 1 vs 2, False, 0.6152503480242928, 0.7232196712795279,0.6192124707430128,0.7421667763006929,0.15217391304347827, 0.13043478260869565,0.14777777777777779, 0.12666666666666665
UofC, Thesis, UofC 1 vs 2, False, 0.493844696969697, 0.6327505827505828,0.4584280303030303,0.6388731060606061,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 2 vs 1, False, 0.6174190363840969, 0.6539016277632238,0.5922565204494973,0.6519962685299865,0.19607843137254902, 0.13043478260869565,0.19090909090909092, 0.11454545454545453
UofC, Thesis, UofC 2 vs 1, False, 0.4813067784765898, 0.6284940600978337,0.44400768693221526,0.6122030048916841,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 1 vs 2, False, 0.4735279765777488, 0.6566363044892648,0.4287979830839297,0.649967469095641,0.36363636363636365, 0.2,0.26666666666666666, 0.2
UofC, Thesis, UofC 2 vs 1, False, 0.503647917681008, 0.6792771556484462,0.46356015984039706,0.6651768219548979,0.2037037037037037, 0.058823529411764705,0.19166666666666665, 0.052272727272727276
UofC, Thesis, UofC 1 vs 2, False, 0.5930354626793182, 0.6866843571108756,0.5606677678926026,0.676410323866669,0.15217391304347827, 0.13043478260869565,0.14777777777777779, 0.12666666666666665
UofC, Thesis, UofC 1 vs 2, False, 0.6793348545650064, 0.7956378869117873,0.6702486801629142,0.7980995844714469,0.13636363636363635, 0.13333333333333333,0.13333333333333333, 0.13333333333333333
UofC, Thesis, UofC 2 vs 1, False, 0.4589610797237916, 0.594083490269931,0.42117859384808537,0.5877275580665411,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 2 vs 12, False, 0.45835899014778325, 0.6844211822660098,0.41679495073891626,0.6756465517241379,0.36363636363636365, 0.13333333333333333,0.26666666666666666, 0.13333333333333333
UofC, Thesis, UofC 1 vs 2, False, 0.6377886296497257, 0.704165913064448,0.6458823174775427,0.6923042141436064,0.15217391304347827, 0.0975609756097561,0.14777777777777779, 0.08444444444444445
UofC, Thesis, UofC 2 vs 1, False, 0.6330534755313516, 0.6681189017472203,0.6139777626503291,0.6549958399515922,0.15217391304347827, 0.075,0.14777777777777779, 0.06333333333333332
UofC, Thesis, UofC 2 vs 1, False, 0.5883532266974534, 0.696354641888411,0.5640777361910259,0.6901818023822381,0.19607843137254902, 0.17647058823529413,0.19090909090909092, 0.17181818181818181
UofC, Thesis, UofC 2 vs 1, False, 0.5283027005773482, 0.6848567462275771,0.5095278503308016,0.667161164004606,0.16666666666666666, 0.16,0.16, 0.16
UofC, Thesis, UofC 2 vs 1, False, 0.6179310344827587, 0.7296551724137932,0.5903448275862069,0.7248275862068966,0.2222222222222222, 0.18181818181818182,0.21818181818181817, 0.18181818181818182
UofC, Thesis, UofC 1 vs 2, False, 0.6296961904483602, 0.6947244869134936,0.6351217088922008,0.6802499439915062,0.15217391304347827, 0.075,0.14777777777777779, 0.06333333333333332
UofC, Thesis, UofC 1 vs 2, False, 0.5680889612963204, 0.6058502079379893,0.5317614548536215,0.589730219407911,0.19607843137254902, 0.14893617021276595,0.19090909090909092, 0.13363636363636364
UofC, Thesis, UofC 2 vs 1, False, 0.4354232594936709, 0.6020070230034904,0.3995005933544304,0.6540496439873418,0.3333333333333333, 0.23076923076923078,0.23076923076923078, 0.23076923076923078
UofC, Thesis, UofC 1 vs 2, False, 0.5151530612244899, 0.651530612244898,0.4773469387755102,0.6616836734693878,0.36363636363636365, 0.26666666666666666,0.26666666666666666, 0.26666666666666666
UofC, Thesis, UofC 1 vs 2, False, 0.5875988585405626, 0.7002778880508138,0.5522054626987363,0.710558499796168,0.23529411764705882, 0.2,0.2, 0.2
UofC, Thesis, UofC 2 vs 1, False, 0.5478046728046728, 0.6847434659934659,0.5241529304029304,0.6891984704484705,0.18, 0.1568627450980392,0.17181818181818181, 0.1527272727272727
UofC, Thesis, UofC 2 vs 1, False, 0.6428765769954143, 0.7637637095581243,0.6292092834048308,0.7526441748906405,0.1836734693877551, 0.18,0.18, 0.18
UofC, Thesis, UofC 2 vs 1, False, 0.343896858007529, 0.6021670398346579,0.3374535590384568,0.6527600078734346,0.41379310344827586, 0.16666666666666666,0.4, 0.16666666666666666
UofC, Thesis, UofC 1 vs 2, False, 0.38561983471074385, 0.606312292358804,0.42375,0.6979166666666667,0.3333333333333333, 0.23076923076923078,0.23076923076923078, 0.23076923076923078
UofC, Thesis, UofC 2 vs 1, False, 0.4056623547730267, 0.6129568106312292,0.4421051029107295,0.7238003897211058,0.3333333333333333, 0.23076923076923078,0.23076923076923078, 0.23076923076923078
UofC, Thesis, UofC 2 vs 1, False, 0.6054195804195803, 0.7328205128205127,0.6306767507854465,0.7618349042262085,0.19607843137254902, 0.14,0.19090909090909092, 0.13363636363636364
